attack_id,attack_name,is_subtechnique,adversary_details
attack-pattern--2339cf19-8f1e-48f7-8a91-0262ba547b6f,Identify Business Tempo,True,[]
attack-pattern--241814ae-de3f-4656-b49e-f9a80764d4b7,Security Software Discovery,False,[]
attack-pattern--24286c33-d4a4-4419-85c2-1d094a896c26,Hardware,True,[]
attack-pattern--246fd3c7-f5e3-466d-8787-4c13d9e3b61c,Taint Shared Content,False,"[{'intrusion_id': 'intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383', 'intrusion_name': 'Darkhotel'}, {'intrusion_id': 'intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf', 'intrusion_name': 'Gamaredon Group'}, {'intrusion_id': 'intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90', 'intrusion_name': 'BRONZE BUTLER'}]"
attack-pattern--24769ab5-14bd-4f4e-a752-cfb185da53ee,Domain Trust Modification,True,"[{'campaign_id': 'campaign--808d6b30-df4e-4341-8248-724da4bac650', 'campaign_name': 'SolarWinds Compromise'}, {'intrusion_id': 'intrusion-set--dc5e2999-ca1a-47d4-8d12-a6984b138a1b', 'intrusion_name': 'UNC2452'}, {'intrusion_id': 'intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542', 'intrusion_name': 'APT29'}]"
attack-pattern--24bfaeba-cb0d-4525-b3dc-507c77ecec41,Symmetric Cryptography,True,"[{'intrusion_id': 'intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4', 'intrusion_name': 'Mustang Panda'}, {'intrusion_id': 'intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383', 'intrusion_name': 'Darkhotel'}, {'campaign_id': 'campaign--0257b35b-93ef-4a70-80dd-ad5258e6045b', 'campaign_name': 'Operation Dream Job'}, {'intrusion_id': 'intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a', 'intrusion_name': 'Lazarus Group'}, {'intrusion_id': 'intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b', 'intrusion_name': 'ZIRCONIUM'}, {'intrusion_id': 'intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2', 'intrusion_name': 'Volt Typhoon'}, {'intrusion_id': 'intrusion-set--894aab42-3371-47b1-8859-a4a074c804c8', 'intrusion_name': 'Stealth Falcon'}, {'intrusion_id': 'intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2', 'intrusion_name': 'MuddyWater'}, {'intrusion_id': 'intrusion-set--54dfec3e-6464-4f74-9d69-b7c817b7e5a3', 'intrusion_name': 'Higaisa'}, {'intrusion_id': 'intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd', 'intrusion_name': 'Inception'}, {'intrusion_id': 'intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f', 'intrusion_name': 'APT33'}, {'intrusion_id': 'intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c', 'intrusion_name': 'APT28'}, {'intrusion_id': 'intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90', 'intrusion_name': 'BRONZE BUTLER'}, {'campaign_id': 'campaign--26d9ebae-de59-427f-ae9a-349456bae4b1', 'campaign_name': 'Frankenstein'}, {'intrusion_id': 'intrusion-set--6b1b551c-d770-4f95-8cfc-3cd253c4c04e', 'intrusion_name': 'Frankenstein'}]"
attack-pattern--25659dd6-ea12-45c4-97e6-381e3e4b593e,Local Account,True,"[{'intrusion_id': 'intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c', 'intrusion_name': 'Ke3chang'}, {'intrusion_id': 'intrusion-set--4c4a7846-45d5-4761-8eea-725fa989914c', 'intrusion_name': 'Moses Staff'}, {'intrusion_id': 'intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d', 'intrusion_name': 'OilRig'}, {'intrusion_id': 'intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e', 'intrusion_name': 'APT32'}, {'campaign_id': 'campaign--93c23946-49af-41f4-ac03-40f9ffc7419b', 'campaign_name': 'Operation CuckooBees'}, {'intrusion_id': 'intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c', 'intrusion_name': 'Chimera'}, {'intrusion_id': 'intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6', 'intrusion_name': 'Turla'}, {'intrusion_id': 'intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee', 'intrusion_name': 'Fox Kitten'}, {'intrusion_id': 'intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9', 'intrusion_name': 'APT3'}, {'intrusion_id': 'intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c', 'intrusion_name': 'Threat Group-3390'}, {'intrusion_id': 'intrusion-set--7ecc3b4f-5cdb-457e-b55a-df376b359446', 'intrusion_name': 'Poseidon Group'}, {'intrusion_id': 'intrusion-set--16ade1aa-0ea1-4bb7-88cc-9079df2ae756', 'intrusion_name': 'admin@338'}, {'intrusion_id': 'intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662', 'intrusion_name': 'APT1'}]"
attack-pattern--2715c335-1bf2-4efe-9f18-0691317ff83b,Securityd Memory,False,[]
attack-pattern--274770e0-2612-4ccf-a678-ef8e7bad365d,Social Media Accounts,True,"[{'intrusion_id': 'intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e', 'intrusion_name': 'Leviathan'}]"
attack-pattern--27960489-4e7f-461d-a62a-f5c0cb521e4a,Application Access Token,False,[]
attack-pattern--28170e17-8384-415c-8486-2e6b294cb803,Safe Mode Boot,True,[]
attack-pattern--2892b9ee-ca9f-4723-b332-0dc6e843a8ae,Screensaver,False,[]
attack-pattern--28abec6c-4443-4b03-8206-07f2e264a6b4,TFTP Boot,True,[]
attack-pattern--2959d63f-73fd-46a1-abd2-109d7dcede32,Windows Service,True,"[{'intrusion_id': 'intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924', 'intrusion_name': 'Tropic Trooper'}, {'campaign_id': 'campaign--93c23946-49af-41f4-ac03-40f9ffc7419b', 'campaign_name': 'Operation CuckooBees'}, {'intrusion_id': 'intrusion-set--813636db-3939-4a45-bea9-6113e970c029', 'intrusion_name': 'DarkVishnya'}, {'intrusion_id': 'intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340', 'intrusion_name': 'APT38'}, {'intrusion_id': 'intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7', 'intrusion_name': 'APT41'}, {'intrusion_id': 'intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7', 'intrusion_name': 'Wizard Spider'}, {'intrusion_id': 'intrusion-set--73a80fab-2aa3-48e0-a4d0-3a4828200aee', 'intrusion_name': 'Blue Mockingbird'}, {'intrusion_id': 'intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca', 'intrusion_name': 'TeamTNT'}, {'intrusion_id': 'intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6', 'intrusion_name': 'APT19'}, {'intrusion_id': 'intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c', 'intrusion_name': 'Threat Group-3390'}, {'intrusion_id': 'intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c', 'intrusion_name': 'Ke3chang'}, {'intrusion_id': 'intrusion-set--efed95ba-d7e8-47ff-8c53-99c42426ee7c', 'intrusion_name': 'PROMETHIUM'}, {'campaign_id': 'campaign--aa73efef-1418-4dbe-b43c-87a498e97234', 'campaign_name': '2016 Ukraine Electric Power Attack'}, {'intrusion_id': 'intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e', 'intrusion_name': 'APT32'}, {'campaign_id': 'campaign--4553292d-12c6-4a93-934d-12160370d4e0', 'campaign_name': 'Operation Honeybee'}, {'intrusion_id': 'intrusion-set--55033a4d-3ffe-46b2-99b4-2c1541e9ce1c', 'intrusion_name': 'Carbanak'}, {'intrusion_id': 'intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9', 'intrusion_name': 'APT3'}, {'intrusion_id': 'intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc', 'intrusion_name': 'FIN7'}, {'intrusion_id': 'intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f', 'intrusion_name': 'Kimsuky'}, {'intrusion_id': 'intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034', 'intrusion_name': 'Earth Lusca'}, {'intrusion_id': 'intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a', 'intrusion_name': 'Cobalt Group'}, {'intrusion_id': 'intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a', 'intrusion_name': 'Lazarus Group'}, {'intrusion_id': 'intrusion-set--ebb73863-fa44-4617-b4cb-b9ed3414eb87', 'intrusion_name': 'Honeybee'}]"
attack-pattern--29ba5a15-3b7b-4732-b817-65ea8f6468e6,Fast Flux DNS,True,"[{'intrusion_id': 'intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f', 'intrusion_name': 'menuPass'}, {'intrusion_id': 'intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d', 'intrusion_name': 'TA505'}, {'intrusion_id': 'intrusion-set--38863958-a201-4ce1-9dbe-539b0b6804e0', 'intrusion_name': 'Machete'}]"
attack-pattern--29be378d-262d-4e99-b00d-852d573628e6,System Checks,True,"[{'intrusion_id': 'intrusion-set--1f0f9a14-11aa-49aa-9174-bcd0eaa979de', 'intrusion_name': 'Evilnum'}, {'campaign_id': 'campaign--0257b35b-93ef-4a70-80dd-ad5258e6045b', 'campaign_name': 'Operation Dream Job'}, {'intrusion_id': 'intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2', 'intrusion_name': 'Volt Typhoon'}, {'intrusion_id': 'intrusion-set--9e729a7e-0dd6-4097-95bf-db8d64911383', 'intrusion_name': 'Darkhotel'}, {'campaign_id': 'campaign--26d9ebae-de59-427f-ae9a-349456bae4b1', 'campaign_name': 'Frankenstein'}, {'intrusion_id': 'intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d', 'intrusion_name': 'OilRig'}, {'intrusion_id': 'intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a', 'intrusion_name': 'Lazarus Group'}, {'intrusion_id': 'intrusion-set--6b1b551c-d770-4f95-8cfc-3cd253c4c04e', 'intrusion_name': 'Frankenstein'}]"
attack-pattern--2acf44aa-542f-4366-b4eb-55ef5747759c,Cron,True,"[{'intrusion_id': 'intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad', 'intrusion_name': 'Rocke'}, {'intrusion_id': 'intrusion-set--00f67a77-86a4-4adf-be26-1a54fc713340', 'intrusion_name': 'APT38'}]"
attack-pattern--2aed01ad-3df3-4410-a8cb-11ea4ded587c,Domain Groups,True,"[{'intrusion_id': 'intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7', 'intrusion_name': 'LAPSUS$'}, {'campaign_id': 'campaign--808d6b30-df4e-4341-8248-724da4bac650', 'campaign_name': 'SolarWinds Compromise'}, {'intrusion_id': 'intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2', 'intrusion_name': 'Volt Typhoon'}, {'intrusion_id': 'intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d', 'intrusion_name': 'OilRig'}, {'intrusion_id': 'intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc', 'intrusion_name': 'FIN7'}, {'campaign_id': 'campaign--78068e68-4124-4243-b6f4-76e4e5be8a06', 'campaign_name': 'C0015'}, {'intrusion_id': 'intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c', 'intrusion_name': 'Ke3chang'}, {'intrusion_id': 'intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6', 'intrusion_name': 'Turla'}, {'intrusion_id': 'intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd', 'intrusion_name': 'Inception'}, {'intrusion_id': 'intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1', 'intrusion_name': 'Dragonfly'}, {'intrusion_id': 'intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542', 'intrusion_name': 'APT29'}, {'intrusion_id': 'intrusion-set--76d59913-1d24-4992-a8ac-05a3eb093f71', 'intrusion_name': 'Dragonfly 2.0'}, {'intrusion_id': 'intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7', 'intrusion_name': 'Wizard Spider'}, {'intrusion_id': 'intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb', 'intrusion_name': 'FIN6'}]"
attack-pattern--2b5aa86b-a0df-4382-848d-30abea443327,Vulnerabilities,True,"[{'intrusion_id': 'intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192', 'intrusion_name': 'Sandworm Team'}]"
attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7,Spearphishing Link,True,"[{'intrusion_id': 'intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8', 'intrusion_name': 'BlackTech'}, {'intrusion_id': 'intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2', 'intrusion_name': 'MuddyWater'}, {'intrusion_id': 'intrusion-set--b7f627e2-0817-4cd5-8d50-e75f8aa85cc6', 'intrusion_name': 'LuminousMoth'}, {'intrusion_id': 'intrusion-set--6eded342-33e5-4451-b6b2-e1c62863129f', 'intrusion_name': 'Confucius'}, {'intrusion_id': 'intrusion-set--88489675-d216-4884-a98f-49a89fcc1643', 'intrusion_name': 'Mofang'}, {'intrusion_id': 'intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f', 'intrusion_name': 'Kimsuky'}, {'intrusion_id': 'intrusion-set--3fc023b2-c5cc-481d-9c3e-70141ae1a87e', 'intrusion_name': 'Sidewinder'}, {'campaign_id': 'campaign--ae407e32-87e0-4d92-8705-3ae25d504d8a', 'campaign_name': 'Night Dragon'}, {'intrusion_id': 'intrusion-set--03506554-5f37-4f8f-9ce4-0e9f01a1b484', 'intrusion_name': 'Elderwood'}, {'intrusion_id': 'intrusion-set--38863958-a201-4ce1-9dbe-539b0b6804e0', 'intrusion_name': 'Machete'}, {'intrusion_id': 'intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc', 'intrusion_name': 'FIN7'}, {'campaign_id': 'campaign--4c840263-bbda-440d-a22b-674679ddebf1', 'campaign_name': 'Operation Spalax'}, {'intrusion_id': 'intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192', 'intrusion_name': 'Sandworm Team'}, {'intrusion_id': 'intrusion-set--e44e0985-bc65-4a8f-b578-211c858128e3', 'intrusion_name': 'Transparent Tribe'}, {'intrusion_id': 'intrusion-set--1f0f9a14-11aa-49aa-9174-bcd0eaa979de', 'intrusion_name': 'Evilnum'}, {'intrusion_id': 'intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4', 'intrusion_name': 'Mustang Panda'}, {'intrusion_id': 'intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826', 'intrusion_name': 'FIN8'}, {'intrusion_id': 'intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e', 'intrusion_name': 'APT32'}, {'intrusion_id': 'intrusion-set--0bbdf25b-30ff-4894-a1cd-49260d0dd2d9', 'intrusion_name': 'APT3'}, {'intrusion_id': 'intrusion-set--6a2e693f-24e5-451a-9f88-b36a108e5662', 'intrusion_name': 'APT1'}, {'intrusion_id': 'intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a', 'intrusion_name': 'Lazarus Group'}, {'intrusion_id': 'intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e', 'intrusion_name': 'Leviathan'}, {'intrusion_id': 'intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f', 'intrusion_name': 'APT33'}, {'intrusion_id': 'intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b', 'intrusion_name': 'ZIRCONIUM'}, {'intrusion_id': 'intrusion-set--129f2f77-1ab2-4c35-bd5e-21260cee92af', 'intrusion_name': 'EXOTIC LILY'}, {'campaign_id': 'campaign--b4e5a4a9-f3be-4631-ba8f-da6ebb067fac', 'campaign_name': 'C0011'}, {'intrusion_id': 'intrusion-set--df71bb3b-813c-45eb-a8bc-f2a419837411', 'intrusion_name': 'Molerats'}, {'intrusion_id': 'intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13', 'intrusion_name': 'Magic Hound'}, {'intrusion_id': 'intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d', 'intrusion_name': 'OilRig'}, {'intrusion_id': 'intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1', 'intrusion_name': 'Windshift'}, {'intrusion_id': 'intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a', 'intrusion_name': 'Cobalt Group'}, {'intrusion_id': 'intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542', 'intrusion_name': 'APT29'}, {'intrusion_id': 'intrusion-set--d0b3393b-3bec-4ba3-bda9-199d30db47b6', 'intrusion_name': 'FIN4'}, {'campaign_id': 'campaign--712e38c3-a656-426a-9b3b-a6bfb63294c6', 'campaign_name': 'C0021'}, {'intrusion_id': 'intrusion-set--467271fd-47c0-4e90-a3f9-d84f5cf790d0', 'intrusion_name': 'TA2541'}, {'intrusion_id': 'intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c', 'intrusion_name': 'APT28'}, {'intrusion_id': 'intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034', 'intrusion_name': 'Earth Lusca'}, {'intrusion_id': 'intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9', 'intrusion_name': 'Ember Bear'}, {'intrusion_id': 'intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6', 'intrusion_name': 'Turla'}, {'intrusion_id': 'intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7', 'intrusion_name': 'Wizard Spider'}, {'intrusion_id': 'intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0', 'intrusion_name': 'Patchwork'}, {'intrusion_id': 'intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d', 'intrusion_name': 'TA505'}, {'intrusion_id': 'intrusion-set--abc5a1d4-f0dc-49d1-88a1-4a80e478bb03', 'intrusion_name': 'LazyScripter'}, {'campaign_id': 'campaign--4603cf2f-06d0-4970-9c5d-5071b08c817f', 'campaign_name': 'Operation Dust Storm'}, {'intrusion_id': 'intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80', 'intrusion_name': 'APT39'}, {'campaign_id': 'campaign--0257b35b-93ef-4a70-80dd-ad5258e6045b', 'campaign_name': 'Operation Dream Job'}, {'intrusion_id': 'intrusion-set--7a0d4c09-dfe7-4fa2-965a-1a0e42fedd70', 'intrusion_name': 'Stolen Pencil'}, {'intrusion_id': 'intrusion-set--23b6a0f5-fa95-46f9-a6f3-4549c5e45ec8', 'intrusion_name': 'Night Dragon'}, {'intrusion_id': 'intrusion-set--76d59913-1d24-4992-a8ac-05a3eb093f71', 'intrusion_name': 'Dragonfly 2.0'}]"
attack-pattern--2ba5aa71-9d15-4b22-b726-56af06d9ad2f,Startup Items,False,[]
attack-pattern--2bce5b30-7014-4a5d-ade7-12913fe6ac36,Clear Linux or Mac System Logs,True,"[{'intrusion_id': 'intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca', 'intrusion_name': 'TeamTNT'}, {'intrusion_id': 'intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad', 'intrusion_name': 'Rocke'}]"
attack-pattern--2bee5ffb-7a7a-4119-b1f2-158151b19ac0,Application or System Exploitation,True,[]
attack-pattern--2c4d4e92-0ccf-4a97-b54c-86d662988a53,Office Application Startup,False,"[{'intrusion_id': 'intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e', 'intrusion_name': 'APT32'}, {'intrusion_id': 'intrusion-set--2e290bfe-93b5-48ce-97d6-edcd6d32b7cf', 'intrusion_name': 'Gamaredon Group'}]"
attack-pattern--2cd950a6-16c4-404a-aa01-044322395107,InstallUtil,True,"[{'intrusion_id': 'intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4', 'intrusion_name': 'Mustang Panda'}, {'intrusion_id': 'intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f', 'intrusion_name': 'menuPass'}]"
attack-pattern--2d3f5b3c-54ca-4f4d-bb1f-849346d31230,Spearphishing Link,True,"[{'intrusion_id': 'intrusion-set--3fc023b2-c5cc-481d-9c3e-70141ae1a87e', 'intrusion_name': 'Sidewinder'}, {'intrusion_id': 'intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4', 'intrusion_name': 'Mustang Panda'}, {'intrusion_id': 'intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192', 'intrusion_name': 'Sandworm Team'}, {'intrusion_id': 'intrusion-set--90784c1e-4aba-40eb-9adf-7556235e6384', 'intrusion_name': 'Silent Librarian'}, {'intrusion_id': 'intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b', 'intrusion_name': 'ZIRCONIUM'}, {'intrusion_id': 'intrusion-set--247cb30b-955f-42eb-97a5-a89fef69341e', 'intrusion_name': 'APT32'}, {'intrusion_id': 'intrusion-set--0ec2f388-bf0f-4b5c-97b1-fc736d26c25f', 'intrusion_name': 'Kimsuky'}, {'intrusion_id': 'intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13', 'intrusion_name': 'Magic Hound'}, {'intrusion_id': 'intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c', 'intrusion_name': 'APT28'}, {'intrusion_id': 'intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1', 'intrusion_name': 'Dragonfly'}, {'intrusion_id': 'intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0', 'intrusion_name': 'Patchwork'}]"
attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6,SSH,True,"[{'intrusion_id': 'intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc', 'intrusion_name': 'FIN7'}, {'intrusion_id': 'intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a', 'intrusion_name': 'Lazarus Group'}, {'intrusion_id': 'intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e', 'intrusion_name': 'Leviathan'}, {'intrusion_id': 'intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8', 'intrusion_name': 'BlackTech'}, {'intrusion_id': 'intrusion-set--0ea72cd5-ca30-46ba-bc04-378f701c658f', 'intrusion_name': 'GCMAN'}, {'intrusion_id': 'intrusion-set--9538b1a4-4120-4e2d-bf59-3b11fcab05a4', 'intrusion_name': 'TEMP.Veles'}, {'intrusion_id': 'intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee', 'intrusion_name': 'Fox Kitten'}, {'intrusion_id': 'intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca', 'intrusion_name': 'TeamTNT'}, {'intrusion_id': 'intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d', 'intrusion_name': 'OilRig'}, {'intrusion_id': 'intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4', 'intrusion_name': 'FIN13'}, {'intrusion_id': 'intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f', 'intrusion_name': 'menuPass'}, {'intrusion_id': 'intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad', 'intrusion_name': 'Rocke'}, {'intrusion_id': 'intrusion-set--44e43fad-ffcb-4210-abcf-eaaed9735f80', 'intrusion_name': 'APT39'}]"
attack-pattern--2dbbdcd5-92cf-44c0-aea2-fe24783a6bc3,Additional Cloud Roles,True,"[{'campaign_id': 'campaign--df74f7ad-b10d-431c-9f1d-a2bc18dadefa', 'campaign_name': 'C0027'}, {'campaign_id': 'campaign--808d6b30-df4e-4341-8248-724da4bac650', 'campaign_name': 'SolarWinds Compromise'}, {'intrusion_id': 'intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7', 'intrusion_name': 'LAPSUS$'}, {'intrusion_id': 'intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542', 'intrusion_name': 'APT29'}]"
attack-pattern--2de47683-f398-448f-b947-9abcc3e32fad,Print Processors,True,"[{'intrusion_id': 'intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034', 'intrusion_name': 'Earth Lusca'}]"
attack-pattern--2e0dd10b-676d-4964-acd0-8a404c92b044,Disabling Security Tools,False,"[{'intrusion_id': 'intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1', 'intrusion_name': 'Dragonfly'}]"
attack-pattern--2e114e45-2c50-404c-804a-3af9564d240e,Disk Structure Wipe,False,[]
